id,source_id,continent_id,country_id,city_id,section_id,category_id,name,address,description,url,image_url
251,paragraph_001818,1,1,9,2,4,International Spy Museum,"The International Spy Museum is an independent non-profit history museum which documents the tradecraft, history, and contemporary role of the intelligence field and espionage. It holds the largest collection of international espionage artifacts on public display. The museum opened in 2002 in the Penn Quarter neighborhood of Washington, D.C., and relocated to L'Enfant Plaza in 2019.",,https://en.wikipedia.org/wiki/International_Spy_Museum,media/image172.jpg
252,paragraph_001824,1,1,9,3,5,"DC Monuments: SmallGroup Electric Cart Sightseeing Tour (Price not specified, likely to sell out)","A 2-hour guided tour aboard a carbon-neutral electric cart (max 7 passengers). Visit the Lincoln Memorial, Jefferson Memorial, Washington Monument, and war memorials (WWII, Korean, Vietnam). Pass by the White House, U.S. Capitol, and Smithsonian museums. Multiple departures daily with photo stops included.",,https://tours.olympicair.com/washington-dc-l62/washington-dc-national-mall-tour-by-electric-vehicle-t28556/,
253,paragraph_001828,1,1,9,3,5,"Private Washington DC Tour: Monuments by Night ($690, per group)",A private night tour aboard an all-electric 7-passenger vehicle. See the National Mall's iconic monuments and memorials beautifully illuminated against the night sky. Includes the White House and Capitol Hill. Available January 2026 - January 2027.,,https://travel.racq.com.au/private-washington-dc-tour-monuments-by-night/overview,
254,paragraph_001832,1,1,9,3,5,DC Design Tours: White House Neighborhood Architecture Walk (Price not specified),"Explore how architecture, politics, and urban design transformed ""Murder Bay"" into America's Main Street. This walking tour delves into the fascinating history of the White House neighborhood. Runs through December 31, 2026.",,https://washington.org/find-dc-listings/events,
255,paragraph_001836,1,1,9,3,5,16th Street & Adams Morgan Architecture Walking Tour (Price not specified),"Explore two of D.C.'s most diverse and contrasting neighborhoods. Walk along elegant 16th Street with its mansions and embassies, then discover vibrant Adams Morgan's multicultural architecture. Runs March 8 - November 22, 2026 at 2 PM and 7 PM.",,https://washington.org/zh-TW/event/16th-street-adams-morgan-architecture-walking-tour,
256,paragraph_001840,1,1,9,3,5,"Spotlight on Washington, D.C.: Exploring America's Capital ($2,299)","Multi-day tour exploring monuments (WWII, Vietnam, Korean War Memorials), Smithsonian museums, and George Washington's Mount Vernon estate. Available April 2026 with 10% discount.",,https://www.bookmundi.com/y/usa-april-tours-n,
257,paragraph_001847,1,1,9,4,6,Zaytinya ($50.00-100.00),"701 9th St NW, Washington DC, DC 20001","+1 202-638-0800
Under the direction of celebrated Chef José Andrés and his ThinkFoodGroup team, Zaytinya offers an innovative mezze menu inspired by Turkish, Greek and Lebanese cuisines served up in a sleek and modern setting. Building on José's deep knowledge of Mediterranean cooking and years of research and travel, the menu features shared small plates of authentic and innovative fare, creative cocktails, and unique Mediterranean wines, making Zaytinya one of the most exciting restaurants in Washington.",https://www.zaytinya.com/location/washington-dc/,media/image173.jpg
258,paragraph_001854,1,1,9,4,6,Whiskey Charlie Rooftop Bar ($25.00-45.00),"975 7th Street SW Located In Canopy by Hilton Washington D.C - The Wharf, Washington DC, DC 20024","+1 202-488-2500
Whiskey Charlie — 38.88oN 77.02oW – is a premium rooftop cocktail lounge perched atop the Canopy Washington DC | The Wharf, DC’s quintessential lifestyle and entertainment destination. Whiskey Charlie’s 10th floor is a roofscape with both an intimate rooftop deck, and an indoor lounge, known as ‘The Cabin.’ Each area features uninterrupted views of The Wharf that radiate off the marina, while majestic monuments set a brilliant backdrop. We are a 21+ establishment.",http://www.whiskeycharliewharf.com/,media/image174.jpg
259,paragraph_001861,1,1,9,4,6,The Pembroke ($22.00),"1500 New Hampshire Ave. Nw Dupont Circle Hotel, Washington DC, DC 20036","+1 202-483-6000
Situated in the bustling heart of Dupont Circle is The Pembroke, a sophisticated dining destination. Featuring contemporary American fare with global influences, The Washington Post’s food critic Tom Sietsema described the experience as “cut from a different cloth."" The Pembroke’s stunning design by Martin Brudnizki features plush velvet coral-toned banquettes around glossy marble tables, cream-paneled walls with playful artwork, and boasts panoramic views of the neighborhood, while a seasonal terrace offers al fresco dining from spring to fall.",https://thepembrokedc.com/,media/image175.jpg
260,paragraph_001868,1,1,9,4,6,The Point D.C. ($20.00-30.00),"2100 2nd St SW, Washington DC, DC 20024-5100","+1 202-948-2522
The Point D.C. brings the thrill and robust flavors of open flame cooking with the freshest seafood in the city. Perfectly situated at the confluence of the Potomac and Anacostia Rivers, our contemporary design, tranquil open-air patio and premium fire pits, compliment the picturesque and panoramic views.",http://www.thepointdc.com/,media/image176.jpg
261,paragraph_001875,1,1,9,4,6,Jaleo ($50.00-100.00),"480 7th St NW, Washington DC, DC 20004","+1 202-628-7949
Imagined through the creative lens of Chef José Andrés and his team, Jaleo brings alive the spirit and flavors of Spain by showcasing the rich regional diversity of Spanish cuisine. Celebrating the traditional as well as the cutting-edge, Jaleo offers a taste of Spain in a festive, stylish, and casual atmosphere.",https://www.jaleo.com/location/washington-dc/,media/image177.jpg
262,paragraph_001882,1,1,9,4,6,Filomena Ristorante – Georgetown ($30.00-50.00),"1063 Wisconsin Ave. NW, Washington DC, DC 20007","+1 202-338-8800
Filomena Now over 40 Years and counting!<br />Filomena is a Washington DC landmark restaurant now with over 40 years of serving some of the finest Italian food you can enjoy. Our Pasta is fresh made by hand just like it was done for centuries in Italy. Our bakery is in-house, and we make over 20 different desserts to choose from. During Valentine's Day, Easter, Halloween and Christmas you can experience some of the most incredible decorations you can find! Four decades of making not just a great dining experience but a memorable one. Filomena has recently introduced a full line of homemade pasta, sauces, desserts that can be shipped nationwide too!",http://www.filomena.com/,media/image178.jpg
263,paragraph_001890,1,1,9,5,7,Whitewater Rafting in Mather Gorge ($125),"Tackle Class II-III rapids in the scenic Mather Gorge, just 20 minutes from downtown. This 3-hour guided trip on the Potomac River is perfect for beginners and intermediates seeking a paddling adventure.",,https://www.potomacpaddlesports.com/whitewater-rafting-near-washington-dc-west-virginia/whitewater-rafting-near-washington-dc-west-virginia-md-va-pa-landing.aspx,
264,paragraph_001894,1,1,9,5,7,"Zipline Canopy Tour in Harpers Ferry ($70 - $85, approx., with $5 online discount)","Soar through the treetops on a 2-3 hour guided tour featuring 7 ziplines, 2 sky bridges, and a thrilling 50-foot freefall rappel. Includes a 1,000 ft line over the Potomac River.",,https://riverriders.com/zipline-harpers-ferry/zipline-canopy-tour,
265,paragraph_001898,1,1,9,5,7,Axe Throwing at Kraken Axes (Contact for pricing),Tap into your inner lumberjack and test your aim by throwing axes at wooden targets. It's a unique and satisfying way to release some energy.,,https://krakenaxes.com/,
266,paragraph_001902,1,1,9,5,7,"Sport Climbing at The Bouldering Project (Contact for pricing, Day passes available)",Scale new heights at one of D.C.'s premier indoor climbing gyms. The Eckington location features a massive 55-foot overhang wall and extensive bouldering terrain for all skill levels.,,https://boulderingproject.com/dc/,
267,paragraph_001906,1,1,9,5,7,"Trampoline Parks (e.g., Get Air, Launch) (Contact for pricing)","Experience the joy of flight at an indoor trampoline park. Flip, jump, and bounce to your heart's content in a safe and fun environment, just like an Olympic gymnast.",,https://www.getair.com/,
268,paragraph_001940,1,1,10,1,1,Sheraton San Diego Resort (From $169.00),"1380 Harbor Island Drive, Harbor Island, San Diego, CA 92101, United States","Offering a free transfer service (limited hours) to San Diego International Airport, this eco-friendly hotel features 5 restaurants, 3 outdoor heated pools. All rooms have flat-screen HDTVs.
A work desk and a private patio or balcony are offered in each 100% nonsmoking room at Sheraton San Diego Resort. The air-conditioned nautical-themed rooms include ironing facilities, a coffee machine with Starbucks coffee and an private bathroom with a hairdryer and boutique toiletries.",https://www.booking.com/hotel/us/sheraton-san-diego-marina.html,media/image179.jpg
269,paragraph_001947,1,1,10,1,1,"Urban Boutique Hotel- Little Italy, Downtown San Diego (From $156.00)","Located in San Diego’s Little Italy and 1.2 mi from the Gaslamp Quarter, Urban Boutique Hotel- Little Italy, Downtown San Diego features guest rooms with free Wi-Fi.","A cable TV is provided in each air-conditioned room at this hotel. All rooms include a coffee machine and a laptop safe. Featuring a bath or shower, private bathrooms also come with towels.
A 24-hour reception greets guests of Urban Boutique Hotel- Little Italy, Downtown San Diego.",https://www.booking.com/hotel/us/urban-boutique-hotel.html,media/image180.jpg
270,paragraph_001954,1,1,10,1,1,"Motel 6 San Diego, CA Airport Harbor","2353 PACIFIC HWY, Downtown San Diego, San Diego, 92101, United States","This hotel is only moments from San Diego International Airport and the historic Gaslamp Quarter. The pet-friendly motel offers guest rooms with free Wi-Fi and mini-refrigerators.
Motel 6 San Diego Airport/Harbor features free morning coffee. An outdoor swimming pool and business center are also available on-site.
Old Town San Diego and the San Diego Zoo are within a short drive of the San Diego Airport Motel 6. The San Diego Convention Center and SeaWorld are also nearby.",https://www.booking.com/hotel/us/motel-6-san-diego-airport-harbor.html,media/image181.jpg
271,paragraph_001964,1,1,10,1,2,Room to rent en San Diego (From $122.00),"5531 Chandler Dr, San Diego, CA 92117, United States","Comfortable Accommodations: Room to rent en San Diego in San Diego offers a bed and breakfast experience with free WiFi. Guests can relax in the dining area or enjoy the outdoor space.
Modern Amenities: The property includes a tea and coffee maker, dining table, refrigerator, shower, dining area, and kitchenware. Additional features include a bath, free toiletries, and a wardrobe.
Convenient Location: Located 5531 Chandler Dr, the bed and breakfast is located in San Diego. Reception staff speak English and Spanish, ensuring smooth communication for all guests.",https://www.booking.com/hotel/us/room-to-rent-en-san-diego.html,media/image182.jpg
272,paragraph_001972,1,1,10,1,2,Mystic Canyon Inn Bed & Breakfast (From $95.00),"113 Almyra Road, El Cajon, CA 92019, United States","Comfortable Accommodations: Mystic Canyon Inn Bed & Breakfast in El Cajon offers a garden, terrace, and free WiFi. Each room includes air-conditioning, a private bathroom, and garden or mountain views.
Modern Amenities: Guests enjoy a hot tub, kitchenette, balcony, and spa bath. Additional features include a work desk, dining area, and free toiletries.
Breakfast and Parking: A continental breakfast is served daily. Free on-site private parking is available.",https://www.booking.com/hotel/us/mystic-canyon-inn.html,media/image183.jpg
273,paragraph_001980,1,1,10,1,2,Inn at Moonlight Beach (From $418.00),"105 North Vulcan Avenue, Encinitas, CA 92024, United States","Comfortable Accommodations: Inn at Moonlight Beach in Encinitas offers family rooms with private bathrooms, air-conditioning, and garden views. Each room includes a kitchenette, work desk, and free WiFi.
Relaxing Facilities: Guests can enjoy spa facilities, a sun terrace, and a lush garden. The property features an outdoor fireplace, yoga classes, and walking tours.
Dining Experience: Breakfast is served à la carte with vegetarian, vegan, and gluten-free options. Fresh pastries, fruits, and juices are available daily.",https://www.booking.com/hotel/us/inn-at-moonlight-beach.html,media/image184.jpg
274,paragraph_001990,1,1,10,1,3,Samesun Ocean Beach Hotel & Hostel (From $65.00),"4961 Newport Avenue, Ocean Beach, San Diego, CA 92107, United States","Beachfront Location: Samesun Ocean Beach Hotel & Hostel in San Diego offers direct beachfront access and a sun terrace. Guests enjoy free WiFi throughout the property.
Comfortable Accommodations: The hostel features air-conditioned rooms with parquet floors and private or shared bathrooms. Each room includes a shower, hairdryer, and chocolates or cookies.
Amenities and Services: The property provides a lounge, 24-hour front desk, shared kitchen, daily housekeeping, outdoor seating area, full-day security, bicycle parking, and luggage storage.",https://www.booking.com/hotel/us/samesun-ocean-beach.html,media/image185.jpg
275,paragraph_001998,1,1,10,1,3,Lucky D's Youth and Traveler's Hostel (From $79.00),"615 8th Avenue, Downtown San Diego, San Diego, CA 92101, United States","Just a 5-minute walk from the vibrant Gaslamp Quarter, Lucky D’s Hostel in San Diego’s East Village offers a welcoming and social atmosphere with free Wi-Fi throughout the property. Guests can relax in the shared lounge, complete with a TV and a variety of board games.
Each dormitory room includes personal lockers, with locks available to rent for just $5. Every floor is equipped with two shared showers and toilets for convenience. Guests staying in private rooms enjoy complimentary towels, while those in dorms can rent them for $5.",https://www.booking.com/hotel/us/lucky-d-s-hostel.html,media/image186.jpg
276,paragraph_002015,1,1,10,2,4,Balboa Park,"Balboa Park is a 1,200-acre (490 ha) historic urban cultural park in San Diego, California. Placed in reserve in 1835, the park's site is one of the oldest in the United States dedicated to public recreational use. The park hosts various museums, theaters, restaurants, and the San Diego Zoo. It is managed and maintained by the Parks and Recreation Department of the City of San Diego.",,https://en.wikipedia.org/wiki/Balboa_Park_(San_Diego),media/image188.jpg
277,paragraph_002020,1,1,10,2,4,San Diego Zoo,"The San Diego Zoo is a zoo in San Diego, California, United States, located in Balboa Park. It began with a collection of animals left over from the 1915 Panama–California Exposition that were brought together by its founder, Dr. Harry M. Wegeforth. The zoo was a pioneer in the concept of open-air, cage-less exhibits that recreate natural animal habitats.",,https://zoo.sandiegozoo.org/,media/image189.jpg
278,paragraph_002025,1,1,10,2,4,"Coronado, California","Coronado (Spanish for ""Crowned"") is a resort city in San Diego County, California, United States, across San Diego Bay from downtown San Diego. It was founded in the 1880s and incorporated in 1890. Its population was 20,192 in 2020.",,"https://en.wikipedia.org/wiki/Coronado,_California",media/image190.jpg
279,paragraph_002030,1,1,10,2,4,Gaslamp Quarter,"The Gaslamp Quarter is a historic neighborhood in downtown San Diego, California. It extends from Broadway to Harbor Drive and from 4th to 6th Avenue. The neighborhood is listed as a historic district on the National Register of Historic Places as the Gaslamp Quarter Historic District. It includes over 90 historic buildings, most of which were constructed in the Victorian era; many are in use as restaurants, shops, entertainment venues, and nightclubs.",,"https://en.wikipedia.org/wiki/Gaslamp_Quarter,_San_Diego",media/image191.jpg
280,paragraph_002035,1,1,10,2,4,Belmont Park,"Belmont Park is an oceanfront historic amusement park in the Mission Beach community of San Diego, California. The park was developed by sugar magnate John D. Spreckels and opened on July 4, 1925 as the Mission Beach Amusement Center. In addition to providing recreation and amusement, it was intended as a way to help Spreckels sell land in Mission Beach. Located on the beach, it attracts millions of people each year.",,https://en.wikipedia.org/wiki/Belmont_Park_(San_Diego),media/image192.jpg
281,paragraph_002040,1,1,10,2,4,Birch Aquarium,"Birch Aquarium is a public aquarium in La Jolla, a community of San Diego, California. It serves as the public outreach center for Scripps Institution of Oceanography at the University of California, San Diego, with over half a million people visiting the aquarium each year.",,https://whichmuseum.com/museum/birch-aquarium-san-diego-9160,media/image193.jpg
282,paragraph_002046,1,1,10,3,5,The Old Town Walking History Tour ($25 per person),"A daytime tour through the birthplace of California. Costumed guides share stories of the legendary figures who shaped the West—from gunslingers and gamblers to pioneers. Includes exclusive access to Heritage Park's Victorian homes. Family-friendly. Offered Tuesday, Friday, Saturday & Sunday at 10:00 AM (Feb 13 - Oct 24, 2026).",,https://www.sandiego.org/events-festivals/the-old-town-walking-history-tour/e2bf9608b51e11f0bdd7,
283,paragraph_002050,1,1,10,3,5,The Gaslamp Quarter History Tour ($25 per person),"Explore the Victorian architecture and wild tales of downtown San Diego's infamous ""Stingaree"" district. Learn about Wyatt Earp's gambling halls and the historic Red Light District. Non-spooky daytime tour suitable for all ages. Offered Saturdays & Sundays at 10:00 AM and 4:00 PM (Feb 21 - Oct 25, 2026).",,https://www.sandiego.org/events-festivals/the-gaslamp-quarter-history-tour/e2cb4223b51e11f0bdd7,
284,paragraph_002054,1,1,10,3,5,"San Diego City and Coastline Daily Tour ($104.94, Adults 13+; $73.14, Children 0-12)","A 4-hour personalized tour with a private driver-guide. Visit the Gaslamp Quarter, Petco Park, Balboa Park, cross the Coronado Bridge to see the Hotel del Coronado, and journey north to La Jolla for sea lion spotting and panoramic views from Mt. Soledad. Offered Feb 2-28, 2026 (select days).",,https://www.sandiego.org/events-festivals/san-diego-city-and-coastline-daily-tour/85bd3a75cf0d11f0b563,
285,paragraph_002058,1,1,10,3,5,"San Diego: Hop-on Hop-off Narrated Trolley Tour (Price not specified, check website)","Explore over 100 points of interest at your own pace with 1-day or 2-day passes. Ride authentic trolleys with live guides, covering Old Town, Maritime Museum, Seaport Village, Gaslamp Quarter, Coronado, Balboa Park, and Little Italy. Trolleys depart every 20 minutes from 12 stops. Includes discount coupons.",,https://activities.timeout.com/san-diego-l263/old-town-san-diego-hop-on-hop-off-narrated-tour-t14283/,
286,paragraph_002062,1,1,10,3,5,"San Diego: City Lights Night Trolley Tour (Price not specified, check website)","A 90-minute evening tour showcasing San Diego after dark. Explore the vibrant Gaslamp Quarter, see Balboa Park's buildings transformed by lighting effects, cross the Coronado Bridge, and enjoy a 20-minute photo stop at Coronado's Ferry Landing for stunning skyline views. Live guide with music and narration.",,https://activities.timeout.com/san-diego-l263/san-diego-city-lights-night-tour-t303213/,
287,paragraph_002068,1,1,10,4,6,Crudo Ceviche & Oyster Bar ($50.00-100.00),"1608 India Street, San Diego, CA 92101","+1 619-310-6624
Authentic Baja-Style Mexican Seafood Restaurant- Cevicheria & Oyster Bar. Discover the bold flavors of authentic Mexican Baja-style seafood at our vibrant cevicheria and oyster restaurant. We specialize in fresh, locally sourced seafood, offering a unique selection of tostadas, tiraditos, aguachiles, clams and a wide variety of premium oysters. Whether you're craving classic ceviche or modern coastal dishes, our menu delivers the true taste of Baja California.",https://crudocevicheria.com/,media/image194.jpg
288,paragraph_002075,1,1,10,4,6,Juniper & Ivy ($50.00-100.00),"2228 Kettner Blvd, San Diego, CA 92101","+1 619-269-9036
Nationally-acclaimed Juniper and Ivy-consistently ranked ""Best of the Best"" by San Diego Magazine, and recognized as a Michelin Guide Bib Gourmand establishment-is a foodie paradise on the edge of San Diego's Little Italy. The kitchen delivers a constantly rotating, chef-driven menu that uses hand-selected, seasonal ingredients crafted with precision, passion, and creativity. Founded by Owner Michael Rosen, Juniper's kitchen is backed by a supergroup of culinary minds that produce one of the most refined yet imaginative menus in town, paired with an award-winning wine list from the city's top sommeliers.",https://www.juniperandivy.com/,media/image195.jpg
289,paragraph_002082,1,1,10,4,6,La Puerta ($20.00-30.00),"560 Fourth Ave, San Diego, CA 92101","+1 619-696-3466
TACOS, TUNES, & TEQUILA… that's what we're all about. We've always envisioned La Puerta as a hangout for people who want to be treated with a high level of hospitality while enjoying quality Mexican food and drinks in a fun atmosphere. Our Sinaloa-inspired family recipes demand we make nearly everything on the menu fresh daily and we never use artificial flavorings or enhancers.",https://lapuertasd.com/,media/image196.jpg
290,paragraph_002089,1,1,10,4,6,The Fish Market - San Diego ($20.00-30.00),"750 N Harbor Dr, San Diego, CA 92101-5806","+1 619-232-3474
Our flagship restaurant since 1989, this waterfront landmark in downtown San Diego is recognized as the premier destination for seafood and San Diego bay views. Our downstairs restaurant offers casual dining, and features a comfortable oyster bar and cocktail bar, as well as a first-rate sushi bar. The second story Top of the Market lets you enjoy views from Point Loma to the Coronado Bridge in a fine-dining setting.",http://www.thefishmarket.com/,media/image197.jpg
291,paragraph_002096,1,1,10,4,6,Dockside 1953 ($30.00-50.00),"998 W Mission Bay Dr At the Bahia Resort Hotel, San Diego, CA 92109-7803","+1 858-488-0551
With its spectacular waterfront setting, nautical-inspired design, and new menu of mouthwatering dishes by new Executive Chef Alejandro Sicairos, Dockside 1953 is poised to become a favorite restaurant of hotel guests and locals alike. Aptly named for its marina-facing, bayfront locale at the Bahia Resort Hotel and the year that the resort opened, Dockside 1953 is a stunning standout sure to invigorate San Diego’s dining scene. Fresh, coastal-inspired, and locally sourced -- our eclectic menu of California fare features dishes to satisfy all palates.",http://www.bahiahotel.com/dockside-1953,media/image198.jpg
292,paragraph_002103,1,1,10,4,6,Duke's La Jolla ($30.00-50.00),"1216 Prospect St, Ла-Хойя, San Diego, CA 92037-3609","+1 858-454-5888
Duke's La Jolla is named in honor of native Hawaiian Duke Kahanamoku, an Olympic swimming and water polo medalist and the father of modern surfing. Overlooking the La Jolla Cove, Duke's serves genuine, friendly hospitality with contemporary interpretations of traditional island plates. As a tribute to Hawaii and Southern California beach lifestyles, Duke's celebrates family, views and the spirit of aloha. We welcome our guests to become a part of our 'ohana.",http://dukeslajolla.com/,media/image199.jpg
293,paragraph_002111,1,1,10,5,7,Tandem Paragliding at Torrey Pines ($175),"Soar along the stunning coastal bluffs of La Jolla with a professional instructor. This is America's most popular coastal soaring site, offering sensational bird's-eye views of dramatic cliffs and the Pacific Ocean. Flights are available in lighter wind conditions.",,https://www.flytorreypines.com/,
294,paragraph_002115,1,1,10,5,7,Sailplane (Glider) Rides at Sky Sailing ($155 per person),"Soar silently and effortlessly on warm air currents in a sailplane. Share a thermal with hawks and eagles while enjoying phenomenal views of Palomar Mountain, Lake Henshaw, and the historic Warner Springs Ranch.",,https://www.skysailing.com/,
295,paragraph_002119,1,1,10,5,7,La Jolla Zip Zoom (Contact for pricing),"Ride California's longest zipline—a whopping 6,273 feet! Nestled in the foothills of the Palomar Mountain range, this course offers spectacular views of mountain peaks and lush canyons.",,https://www.lajollazipzoom.com/,
296,paragraph_002123,1,1,10,5,7,"Surf & Skate Summer Camp (Ocean Beach) ($665, Full Day Camp)","The ultimate combo camp for ages 5+. Skate at Robb Field Skate Park in the morning, then surf at the beach in the afternoon. Professional instruction and equipment provided upon request.",,https://obsurfandskate.com/,
297,paragraph_002127,1,1,10,5,7,West Coast SUCK ($105.94 - $211.94),"A brutal 12-hour overnight endurance challenge in the Anza Borrego Desert. Created by a Guinness World Record holder, it combines dark trail running, heavy carries, military-style calisthenics, and strongman work. Participants earn a unique Challenge Coin upon completion.",,https://findarace.com/us/events/west-coast-suck,
298,paragraph_002162,1,2,11,1,1,Krystal Urban Aeropuerto Ciudad de Mexico (From $81.00),"Javier Rojo Gomez, 630, 09310 Mexico City, Mexico","Krystal Urban Aeropuerto Ciudad de México is located just 15 minutes' drive from Benito Juarez International Airport. It offers free WiFi, a gym and free private parking.
All rooms feature cable TV, coffee makers, ironing facilities and a private bathroom with hairdryer.
Guest can enjoy a meal at Restaurant R1 from 07:00 to 22:00.",https://www.booking.com/hotel/mx/holiday-inn-mexico-city-airport-t2-east.html,media/image200.jpg
299,paragraph_002170,1,2,11,1,1,Punto Lofts Periférico Sur (From $95.00),"5374 Periferico Sur, Coyoacan, 04710 Mexico City, Mexico","Comfortable Accommodations: Punto Lofts Periférico Sur in Mexico City offers one-bedroom apartments with living rooms. Each unit includes a kitchenette, air-conditioning, and a city view. Guests enjoy free WiFi, private check-in and check-out, and a 24-hour front desk.
Modern Amenities: The aparthotel features a elevator, private parking, and free on-site parking. Additional services include a concierge, tour desk, and bicycle parking. Rooms are equipped with streaming services, a work desk, and a dining area.
Prime Location: Located 14 mi from Benito Juarez International Airport, the property is near Museo del Tiempo Tlalpan (3.1 mi), Six Flags Mexico (3.7 mi), and Frida Kahlo House Museum (6.2 mi). An ice-skating rink is also in the vicinity.",https://www.booking.com/hotel/mx/punto-lofts.html,media/image201.jpg
300,paragraph_002178,1,2,11,1,1,Camino Real Aeropuerto (From $113.00),"Puerto Mexico, 80 Colonia Penon de los Banos, Venustiano Carranza, 15520 Mexico City, Mexico","Ideally located opposite Terminal 1 of Mexico City Airport, this hotel offers luxurious services and comfortable accommodations. It is connected to the airport by a footbridge and there is an exclusive check-in desk for hotel guests. Internet access is available for free.
The rooms come with a private bathroom. Extras include free toiletries and a hairdryer. A flat-screen TV is provided.
Camino Real features services and facilities to make visitors feel pampered. Get a new look in the beauty salon, then relax with a massage. Remain active with the fully equipped fitness center, complete with steam room, indoor pool and personal trainers.",https://www.booking.com/hotel/mx/camino-real-aeropuerto-mexico.html,media/image202.jpg
301,paragraph_002188,1,2,11,1,2,Casa Hannah B&B Boutique (From $132.00),"235 Leibnitz casa 2, 11590 Mexico City, Mexico","Elegant Accommodations: Casa Hannah B&B Boutique in Mexico City offers a recently renovated adults-only environment. Guests enjoy a sun terrace, lush garden, and free WiFi throughout the property.
Comfortable Amenities: The bed and breakfast features private check-in and check-out services, a hot tub, daily housekeeping, outdoor seating, bicycle parking, and luggage storage. Each room includes air-conditioning, a private bathroom, hairdryer, work desk, free toiletries, shower, TV, parquet floors, dining area, and wardrobe.
Prime Location: Located 9.9 mi from Benito Juarez International Airport, the property is a short walk from the National Museum of Anthropology (16 minutes) and The Angel of Independence (1.2 mi). Nearby attractions include Chapultepec Castle (1.4 mi) and the United States Embassy (1.2 mi). Highly rated for its breakfast, attentive staff, and comfortable rooms.",https://www.booking.com/hotel/mx/casa-hanah.html,media/image203.jpg
302,paragraph_002196,1,2,11,1,2,Casa Pánuco (From $40.00),"198 Rio Panuco, 06500 Mexico City, Mexico","Comfortable Accommodations: Casa Pánuco in Mexico City offers adults-only bed and breakfast accommodations with private bathrooms. Each room includes a work desk, TV, and free toiletries.
Dining and Leisure: Guests can enjoy a sun terrace, restaurant, and free WiFi. The modern, family-friendly restaurant serves Mexican cuisine for brunch and lunch. Additional facilities include a shared kitchen, outdoor seating area, and picnic area.
Convenient Location: Located 8.1 mi from Benito Juarez International Airport, Casa Pánuco is near attractions such as The Angel of Independence (less than 0.6 mi) and the National Museum of Anthropology (1.2 mi). Guests appreciate the convenient location and nearby options for food and drinks.",https://www.booking.com/hotel/mx/casa-panuco-ciudad-de-mexico.html,media/image204.jpg
303,paragraph_002204,1,2,11,1,2,Livin Condesa (From $167.00),"Cuernavaca 9, 06140 Mexico City, Mexico","Comfortable Accommodations: Livin Condesa in Mexico City offers a terrace and free WiFi. Each room includes a private bathroom with a bath or shower, air-conditioning, and parquet floors.
Modern Amenities: Guests enjoy bathrobes, tea and coffee makers, hairdryers, and work desks. Additional features include balconies, kitchenettes, and sofas.
Convenient Services: The bed and breakfast provides daily housekeeping, luggage storage, and a continental breakfast. Reception staff speak English and Spanish.",https://www.booking.com/hotel/mx/cuernavaca-9.html,media/image205.jpg
304,paragraph_002214,1,2,11,1,3,Cama en Habitación Compartida Mixta (From $25.00),"Eje Central Lázaro Cárdenas 807 piso 3, 03300 Mexico City, Mexico","Comfortable Accommodations: Cama en Habitación Compartida Mixta in Mexico City offers adults-only hostel accommodations with air-conditioning, private bathrooms, and free WiFi. Each room includes a kitchenette, work desk, and mountain or city views.
Exceptional Facilities: Guests can enjoy spa facilities, a fitness center, sun terrace, and wellness packages. Additional amenities include a lounge, beauty services, and a 24-hour front desk.
Prime Location: Located 1.1 mi from the National Cinematheque and 1.2 mi from the Frida Kahlo House Museum, the hostel is 9.3 mi from Benito Juarez International Airport. Nearby attractions include Chapultepec Castle and Zocalo Square.",https://www.booking.com/hotel/mx/mr-herold-homes-habitacion-mixta-compartida.html,media/image206.jpg
305,paragraph_002222,1,2,11,1,3,Hostal México Airport CDMX (From $57.00),"Aguascalientes 33, Colonia Peñon de los Baños, Venustiano Carranza, 15530 Mexico City, Mexico","This colorful hostel is located within a 2-minute drive of Mexico City’s International Airport and offers free Wi-Fi and free breakfast. Hostal México Airport CDMX features laundry services.
Each room and dormitory at this property features natural light, tiled floors and unique décor. Some rooms boast private bathrooms and a television.
The hostel’s on-site restaurant serves lunch and dinner Monday through Friday, while guests will find other dining options within 1.2 mi of the property.",https://www.booking.com/hotel/mx/hostel-mexico-df-airport.html,media/image207.jpg
306,paragraph_002230,1,2,11,1,3,Hostal Juarez (From $81.00),"28 Calle Liverpool, 06600 Mexico City, Mexico","Comfortable Accommodations: Hostal Juarez in Mexico City offers comfortable beds and a welcoming environment. Guests enjoy free WiFi, a terrace, and a lounge area.
Modern Facilities: The hostel features a shared kitchen, outdoor fireplace, and coffee shop. Additional amenities include a public bath, outdoor seating area, and bicycle parking.
Convenient Location: Located 6.8 mi from Benito Juarez International Airport, Hostal Juarez is near attractions such as The Angel of Independence (16-minute walk) and Museo de Arte Popular (1.1 mi).",https://www.booking.com/hotel/mx/hostal-juarez.html,media/image208.jpg
307,paragraph_002240,1,2,11,2,4,Teotihuacan,"Teotihuacan is an ancient Mesoamerican city located in a sub-valley of the Valley of Mexico, which is located in the State of Mexico, 40 kilometers (25 mi) northeast of modern-day Mexico City.",,https://en.wikipedia.org/wiki/Teotihuacan,media/image209.jpg
308,paragraph_002245,1,2,11,2,4,Xochimilco,"Xochimilco of Mexico City. The borough is centered on the formerly independent city of Xochimilco, which was established on what was the southern shore of Lake Xochimilco in the precolonial period.",,https://en.wikipedia.org/wiki/Xochimilco,media/image210.jpg
